sep=,
"Cliente","Vd","Nome","Ano","TOTAL","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro"
="1141",="11","FAGIR de SCPG, S.A.","2023","462,3","0","86,82","54,88","0","196,18","0","0","0","0","0","124,42","0"
="1175",="06","Silva & Lima, Lda.","2023","916,39","0","381,9","-85,2","100","0","227,72","108","0","0","0","183,97","0"
="1191",="05","Mazeve Serralharia Mecânica Geral, Lda.","2023","910,8","0","0","0","0","0","0","0","462,5","385","63,3","0","0"
="1200",="30","Famikron Fab. Cortantes, Moldes Peças Precisão, SA","2023","4386,36","2504,2","0","0","143,3","0","512,5","307,76","0","203,8","0","461","253,8"
="1394",="08","AFR Moldes Fabricação Moldes P/Plásticos, Lda.","2023","1015,1","0","245,8","121,92","0","141,84","0","51,4","145,64","84,1","146,4","60,9","17,1"
="1441",="08","Adelino G Feijoeiro, Unip., Lda.","2023","328,2","0","373,2","0","-45","0","0","0","0","0","0","0","0"
="1470",="06","Júlio Nogueira Rodrigues & Cª., Lda.","2023","1796,04","0","259,1","-16,5","0","0","0","0","0","323,2","1146,15","84,09","0"
="1731",="12","Vitor Santiago, Lda.","2023","658,36","0","0","270,98","0","0","21,6","191,53","0","0","174,25","0","0"
="2462",="08","Hastimolde Fábrico de Moldes P/Plásticos, Lda.","2023","256,4","0","0","256,4","0","0","0","0","0","0","0","0","0"
="2466",="30","Portame Moldes, Lda.","2023","288,5","0","0","0","0","0","0","162,8","0","0","0","0","125,7"
="2608",="06","Tecnogial Projectos Tecnologia Industrial, Lda.","2023","3898,15","380,4","217,1","0","138,84","465,8","516,3","863,1","0","742,9","76,44","363,5","133,77"
="2791",="06","Carlos Manuel Ferreira Rodrigues Santos","2023","113","0","0","0","0","113","0","0","0","0","0","0","0"
="2814",="12","Rogério Figueiredo Serralharia Civil, Lda.","2023","1641,32","935,04","186,93","-188,73","0","206,82","12,96","0","0","488,3","0","0","0"
="2923",="06","Susabel Indústria Metalúrgica Conexos, Lda.","2023","34,2","0","0","0","0","34,2","0","0","0","0","0","0","0"
="3021",="12","José Carlos Sá Sacramento","2023","453","0","0","198","0","0","0","0","0","255","0","0","0"
="3100",="05","Rocha & Rodrigues, Lda.","2023","232,42","0","115,02","0","0","0","0","86","0","0","0","31,4","0"
="3139",="11","Fernando Luz Ruivo, Lda.","2023","141,28","0","0","0","0","0","141,28","0","0","0","0","0","0"
="3237",="08","Joaquim Marcelino Ferreira Urbano","2023","638,15","0","0","0","0","0","406","0","0","117,1","0","115,05","0"
="3254",="30","Npower, Unip., Lda.","2023","178,56","0","0","0","0","0","0","80,16","0","0","98,4","0","0"
="3334",="30","Furnor Indústria Transformadora Vidro, Lda.","2023","86,6","0","0","0","0","0","0","86,6","0","0","0","0","0"
="3360",="15","Paulo Ribeiro Silva (Tornearia Alvitana)","2023","171,34","0","0","0","0","124","0","0","0","47,34","0","0","0"
="1820",="06","Serventar Serviços, Ventilação Trat. Ar, Lda.","2023","1213,93","282,3","0","0","0","0","0","0","0","492,43","0","234","205,2"
="1826",="08","Metalúrgica António Azevedo, Lda.","2023","2114,39","0","0","734,11","0","289,98","230","0","0","97,5","0","762,8","0"
="1870",="06","Metalúrgica Campos & Medeiros,Lda.","2023","222,7","0","0","0","0","0","0","0","0","0","222,7","0","0"
="1898",="06","Francisco Neto Augusto (Fergusto)","2023","42,69","42,69","0","0","0","0","0","0","0","0","0","0","0"
="1927",="08","Poço - Equipamentos Industriais, SA.","2023","386","0","0","386","0","0","0","0","0","0","0","0","0"
="1976",="11","Oxiguima Comércio, Gás Máquinas, Lda.","2023","50,67","0","0","0","0","0","0","50,67","0","0","0","0","0"
="2024",="05","Felgrava Moldes, Lda.","2023","3507,42","144,4","1152,45","136,61","268","59,9","0","380,3","46,4","0","57,1","1149,49","112,77"
="2093",="08","Masimac, Unipessoal, Lda.","2023","1537,38","300,24","113,91","0","0","603,33","58,5","186,3","94,5","120,4","60,2","0","0"
="2118",="06","Sociedade Metal. Manuel Joaquim & Soares,Lda.","2023","3759,19","205","0","263","134,71","399,17","0","120","0","0","2049,31","0","588"
="2258",="30","Fernando Pinto Seixal","2023","116,5","0","0","0","0","0","0","0","0","0","0","0","116,5"
="2425",="30","Antímo & Barros, Lda.","2023","597,6","0","0","151,1","45","39,5","21,6","40,6","0","255,2","0","44,6","0"
="2429",="06","J Neves & Filhos Comércio Ind. Ferragens, SA","2023","470,28","161,85","0","0","0","140,08","0","168,35","0","0","0","0","0"
="2490",="06","Pinto Brasil Fábrica Máquinas Industriais, SA.","2023","376,25","0","0","0","376,25","0","0","0","0","0","0","0","0"
="4252",="06","CEIIA","2023","235,7","0","0","0","0","0","0","0","0","0","183","0","52,7"
="4271",="06","Agrupamento de Escolas Infante Dom Henrique","2023","2705,53","0","0","0","0","0","0","0","0","2705,53","0","0","0"
="4351",="10","Ermelindo Maria Franco, Lda","2023","185,69","0","0","0","0","0","0","185,69","0","0","0","0","0"
="4418",="30","Moreira Costa Moldes, Lda","2023","2015,81","127,39","361,4","336,62","225,34","0","0","0","318,5","100,4","208,19","130,51","207,46"
="4464",="08","VITOFRESA LDA","2023","103","0","0","0","0","0","0","103","0","0","0","0","0"
="4465",="30","PROMAQUETES, LDA","2023","626,2","0","141,2","0","0","0","261,5","0","0","223,5","0","0","0"
="4471",="30","MILLMAJ - METALOMECANICA DE PRECISÃO E PROJETO LDA","2023","1753,05","379,1","604,55","0","0","0","0","0","0","477,9","0","0","291,5"
="4538",="11","MARTINS ANASTACIO LDA","2023","15303,37","2046,23","1898,45","781,27","1522,76","2254,96","1774,85","835,61","535,54","810,98","763,85","1390,25","688,62"
="4543",="05","M A PEREIRA AZEVEDO E IRMAO LDA","2023","72,5","0","0","0","0","0","0","0","0","72,5","0","0","0"
="4576",="30","XISTO AZUL Comercialização de Produtos P/Agricultura, LDA","2023","84,78","0","0","0","0","0","84,78","0","0","0","0","0","0"
="4582",="06","DETALHES BINARIOS - ENGENHARIA UNIPESSOAL LDA","2023","1248,35","0","220,4","0","0","0","0","0","351,6","204,95","310","161,4","0"
="4602",="30","PM&F Protótipos, Moldes e Ferramentas","2023","648,1","0","0","0","0","0","0","267,5","0","25,2","137,8","196","21,6"
="4683",="05","EMBALCUT INDUSTRIA DE EMBALAGENS PARA CUTELARIAS LDA","2023","121,8","0","0","0","0","0","0","121,8","0","0","0","0","0"
="3417",="11","Aftersales Tecn. Maquinagem, Com. e Serviços, SA","2023","194,4","0","0","0","0","0","194,4","0","0","0","0","0","0"
="3419",="05","Bachmann & Sousa, Lda.","2023","31,9","0","0","0","0","0","0","31,9","0","0","0","0","0"
="3429",="06","Instituto Engenharia Sist. Comp.  tec","2023","1556,64","301,5","0","0","108,5","1096,9","0","0","0","0","0","0","49,74"
="3495",="30","AJ Freitas & Oliveira, Lda.","2023","1208,35","79,92","0","289,68","0","78,6","513,3","0","-41","162,75","81,8","0","43,3"
="3499",="30","Moldartpóvoa Fábrica Molduras Quadros, Lda.","2023","285,6","0","0","0","0","0","0","0","0","285,6","0","0","0"
="3593",="08","Icebel Com. Maq. e Desenv. Industrial, Lda.","2023","6846,5","801,8","274","770,1","907,68","168","290","491,07","0","1701,04","-4,75","46","1401,56"
="3626",="08","Rosinutre, Lda.","2023","-3,75","0","0","0","0","0","-3,75","0","0","0","0","0","0"
="3718",="05","José S Pinto & Cª, Lda","2023","367,16","0","115,7","0","47,19","0","0","0","0","0","103,95","0","100,32"
="3796",="05","Celoplás Plásticos p/Indústria, SA","2023","20206,13","0","19795,98","0","0","0","0","221,1","0","0","189,05","0","0"
="3819",="12","Machining CNC Unipessoal, Lda","2023","284","0","0","0","0","0","284","0","0","0","0","0","0"
="3835",="08","Gaspar & Neves Metalomecânica, Lda","2023","755,63","-33,56","100,52","281,11","0","0","146,7","0","0","167,58","93,28","0","0"
="3900",="05","O Feliz II - Precisão, Lda","2023","1665,7","526","0","0","235,1","0","0","235,1","235,1","0","199,3","235,1","0"
="3943",="15","Ouplan - Fabricação e Com. de Máquinas Unip. Lda","2023","2673,34","255,6","22","194,96","138,99","230,67","291,15","202,18","815,67","0","391,22","130,9","0"
="2719",="30","Repaveiro , Lda.","2023","223,25","0","0","0","0","0","223,25","0","0","0","0","0","0"
="2726",="08","Geocam Maquinação Moldes, Lda","2023","345,8","0","345,8","0","0","0","0","0","0","0","0","0","0"
="2793",="06","Tecnodiâmetro Soc.Const. Cilindros P/Gravuras, Lda.","2023","135,2","0","0","0","0","0","0","0","0","0","0","0","135,2"
="2801",="06","Armando Sousa Teixeira","2023","935,06","90","161,17","130","0","0","195,66","0","0","0","217,63","0","140,6"
="2890",="08","Metalomecânica Curados, Lda.","2023","300,3","0","0","0","0","0","0","0","0","0","0","300,3","0"
="3255",="12","Nexxpro Fábrica Capacetes, S.A.","2023","1285","63","310","63","0","0","465","0","0","126","0","82,4","175,6"
="3256",="11","Afonso Rodrigues, Unip., Lda","2023","470,9","0","0","0","0","0","0","0","0","0","0","0","470,9"
="3279",="30","Manuel Bastos Silva","2023","163,25","0","163,25","0","0","0","0","0","0","0","0","0","0"
="3309",="12","Habidecor Indústria Textil Habitação, SA","2023","48,58","0","0","0","0","48,58","0","0","0","0","0","0","0"
="3362",="30","Tavares & Tavares Ind. Metalomecânica SA.","2023","1349,26","0","0","0","0","0","0","0","0","1349,26","0","0","0"
="3509",="30","Mestrutil Unip., Lda","2023","193,37","0","0","0","0","193,37","0","0","0","0","0","0","0"
="3543",="05","Serafim Fertuzinhos, SA","2023","6437,98","1095,84","867,6","0","732,86","0","761,2","0","456,86","723,6","892,98","572,1","334,94"
="3555",="06","Sermec II Ind., Comércio Serviços, SA","2023","9450,78","641,22","70,2","12,39","286,03","959,43","111,96","3572,92","0","54,04","154,28","3246,62","341,69"
="3948",="30","Maze Indústria de Moldes, Lda","2023","161","0","161","0","0","0","0","0","0","0","0","0","0"
="3969",="06","Beyond The Power, Lda","2023","1002,59","454,18","0","96,9","61,6","219,81","180","55,2","0","-109,6","44,5","0","0"
="4035",="08","Hermaf-Const. Metalom. Máq. e Ferramentas, Lda","2023","166,4","0","0","0","166,4","0","0","0","0","0","0","0","0"
="4091",="05","Ferpainel, SA","2023","7443,5","0","1571","1957,5","0","0","1957,5","0","966,25","515,45","475,8","0","0"
="4105",="30","Inovamolde Lda","2023","86,1","0","0","0","0","0","0","0","0","86,1","0","0","0"
="4111",="12","HM - Maquinação Unipessoal, Lda","2023","21","0","0","0","0","0","0","0","0","21","0","0","0"
="4229",="11","Fastermill Unipessoal, Lda","2023","3748,14","0","559,36","1670,42","205,6","91,04","0","47,94","583,92","154,16","236,4","153,38","45,92"
="4289",="06","Felfiaço - Fabricação de Peças Metálicas, Lda","2023","58,47","0","0","0","0","0","0","0","0","0","0","58,47","0"
="4306",="06","Multiborracha - Acessórios de Borracha e Plástico, Lda","2023","1026,3","0","0","602","0","190,5","395,8","-162","0","0","0","0","0"
="4311",="10","Vasco Miguel Botas Sobral","2023","58,16","0","0","0","0","0","0","0","0","0","0","58,16","0"
="4398",="30","ANCANO METALOMECANICA LDA","2023","2397,16","0","0","0","574,97","281,85","34,8","1067,62","0","78,6","51,9","307,42","0"
="4428",="05","VALFORJADO IND. DE VALVULAS UNIP. LDA","2023","286,1","0","0","0","0","0","0","0","0","286,1","0","0","0"
="4438",="05","CORMAC UNIPESSOAL LDA","2023","128,5","0","0","0","128,5","0","0","0","0","0","0","0","0"
="3687",="05","Martins Cruz & Cruz, SA.","2023","2394,64","0","0","0","0","0","185,49","727,54","65,37","0","0","43,44","1372,8"
="3905",="06","Maviquim - Serralharia Mecânica, Lda","2023","1049,88","148","-148","0","0","726,68","0","0","0","334,7","-118,2","106,7","0"
="3929",="30","Beirindústria - Beirin Lda","2023","739,88","0","0","0","0","149,77","0","0","0","466,91","0","123,2","0"
="3937",="06","Engenharia de Prototipagem Alves & Alves S.A.","2023","1267,77","0","0","307,42","0","0","0","0","406,8","57,9","10,25","485,4","0"
="3947",="11","Mafermaq - Máquinas Ferramentas Unip., Lda","2023","1074,4","106,58","86,64","177,62","0","0","253,76","16,08","0","172,92","0","42,74","218,06"
="3998",="08","Tonera - Metalomecânica, Lda","2023","178,26","0","0","0","0","0","78,38","0","99,88","0","0","0","0"
="4129",="08","CR MOLDES, LDA.","2023","75,1","0","0","0","0","0","0","0","75,1","0","0","0","0"
="4201",="06","Instituto Superior de Engenharia do Porto","2023","84,2","0","0","0","0","0","0","0","0","0","0","84,2","0"
="4203",="12","Tornifer - Tornearia de Precisão de Peças em Série, Unipessoal, Lda","2023","905,39","0","0","0","0","0","0","0","0","0","0","0","905,39"
="4244",="11","Tuttiporcel Unipessoal, Lda","2023","367,44","196,25","0","0","171,19","0","0","0","0","0","0","0","0"
="4288",="05","Tiegelberica - Equipamentos Industriais, Lda","2023","373,5","0","0","0","0","0","0","0","0","124,5","0","0","249"
="4328",="06","Fernando Pinto Catão & Irmão, Lda","2023","563,43","0","290,68","0","0","0","0","0","0","0","0","63,25","209,5"
="4330",="08","HU Moldes para Vidro, Lda","2023","410,49","0","0","0","160,55","0","0","93,28","0","0","80,56","0","76,1"
="4463",="06","STEELVER LDA","2023","2279,5","239","0","449,8","365,55","125,66","395,86","288","158,93","0","86,4","170,3","0"
="4512",="30","METALOCAIMA-METALURGICA DO VALE DO CAIMA SA","2023","2339,16","950,62","793,83","210,35","0","28,7","91,88","19,88","0","243,9","0","0","0"
="4558",="08","Boaventura Lopes Oliveira","2023","110,88","24,8","0","81,58","45,29","0","-40,79","0","0","0","0","0","0"
="4612",="30","RUPREC  INTERNACIONAL  S.A","2023","438,78","395,77","43,01","0","0","0","0","0","0","0","0","0","0"
="4696",="08","Soares & Pratas, Lda","2023","1831,81","338,03","0","80,28","0","168,06","80,28","164,92","322,91","89,26","306,41","83,53","198,13"
="4761",="08","CANDELAR CANDEEIROS E DECORAÇÕES PARA O LAR LDA","2023","2360,5","0","0","0","0","0","0","0","100,4","2117,1","0","143","0"
="4804",="06","VANGUARDREPORT LDA","2023","25","0","0","0","0","0","0","0","25","0","0","0","0"
="4820",="06","SERMEC - LASER & WATERJET LDA","2023","1150,78","0","0","394,18","0","139,29","31,2","58,66","0","128,65","208,54","75,66","114,6"
="4829",="30","LUÍS ALBERTO MARTINS DE FIGUEIREDO, S.A.","2023","215,68","0","0","0","145,98","0","0","0","0","0","0","0","69,7"
="4886",="30","METALOGALVA - IRMÃOS SILVAS, S.A.","2023","184,5","0","0","0","0","0","0","0","0","0","0","0","184,5"
="4909",="08","TECNO-PAN LDA","2023","3037,52","0","0","0","0","3037,52","0","0","0","0","0","0","0"
="4914",="30","RUI GABRIEL MARTINS OLIVEIRA UNIPESSOAL LDA","2023","159,24","0","0","12","0","0","0","61,83","0","71,16","14,25","0","0"
="4952",="10","MAQAZEVEDO - UNIPESSOAL LDA","2023","909,6","0","0","149,3","404,05","0","0","0","0","263,4","41,05","51,8","0"
="4338",="08","LEINADI - Torneamentos, Rectificações e Moldes","2023","910,79","0","146","53,78","204,06","117","0","0","0","0","0","389,95","0"
="4365",="06","Rogério Ribeiro da Silva, Lda","2023","19","0","0","0","0","0","0","0","0","19","0","0","0"
="4367",="05","Tetrawax - Indústria de Moldes, Unipessoal, Lda","2023","2510,08","432","705,62","0","0","1512,02","-139,56","0","0","0","0","0","0"
="4411",="30","JOAQUIM LEAL ARAUJO FILHOS LDA","2023","261,6","0","0","261,6","0","0","0","0","0","0","0","0","0"
="4433",="08","LEIRICHAPA COMERCIO DE CHAPAS E PERFIS LDA","2023","790","0","0","0","395","0","0","0","0","0","0","395","0"
="4454",="16","IDMEC INSTITUTO DE ENGENHARIA MECANICA","2023","108,7","0","88","20,7","0","0","0","0","0","0","0","0","0"
="4478",="30","All Steels, Lda","2023","297","0","45","0","0","162","0","0","0","90","0","0","0"
="4497",="30","JETMOL - INDÚSTRIA DE MOLDES E INJECÇÃO LDA","2023","980,47","980,47","0","0","0","0","0","0","0","0","0","0","0"
="4510",="30","ANADIROBTIC-ROBOTICA AUTOM PROJ E INST LDA","2023","10933,15","464,16","879,66","376,38","662,08","494,8","813,39","644","85,28","0","35,2","35,2","6443"
="4632",="30","BRAINSTEEL UNIPESSOAL LDA","2023","1110,24","0","0","0","0","1110,24","0","0","0","0","0","0","0"
="4638",="05","COQUIMOLD M J UNIPESSOAL LDA","2023","1157,53","269,35","153,4","87,38","45,98","59,56","44,9","93","178,1","0","154,36","0","71,5"
="4641",="05","METALCRUSH LDA","2023","835,1","32,7","66,3","0","0","214","0","75","43","291,2","112,9","0","0"
="4675",="06","ARGUMENTÁLIA, LDA.","2023","1899,76","352,9","34,5","156,1","133,9","43,8","177,4","372,1","323,01","0","65,9","240,15","0"
="4685",="06","ADVANCEDSTATUS LDA","2023","276,9","32","0","0","0","0","0","43,9","26,3","78,6","43,6","131,3","-78,8"
="4687",="05","ADLA - ALUMINIUM EXTRUSION, SA","2023","136,4","0","0","0","0","0","0","0","0","136,4","0","0","0"
="4710",="11","ROBUSTOOLS UNIPESSOAL LDA","2023","16621,34","1090,89","589,28","2506,16","1237,4","946,6","1713,7","1813,18","522,56","1579,44","1359,94","2306,19","956"
="4734",="30","IMAIST - INOVAÇÃO E TECNOLOGIA, LDA","2023","486,42","28,2","0","185,91","0","0","118,28","65,33","63,5","0","25,2","0","0"
="4758",="30","BIT-MOLDES LDA","2023","55,3","0","0","0","0","55,3","0","0","0","0","0","0","0"
="4769",="12","SIGMAVERTICE LDA","2023","98,6","0","0","144,7","-46,1","0","0","0","0","0","0","0","0"
="4789",="12","PEDRO GONÇALVES RIBEIRO UNIPESSOAL LDA","2023","758,71","0","158,8","169,1","0","0","0","0","0","0","0","430,81","0"
="4796",="30","TIP MOLDE LDA","2023","1197,74","0","0","264,52","0","372,39","0","373,63","0","0","0","187,2","0"
="4797",="30","PONTEC - MECANICA DE PRECISÃO LDA","2023","2119,31","272,3","0","0","119,4","143,6","0","379,01","0","0","0","0","1205"
="4810",="08","LEONEL A SILVA UNIPESSOAL, LDA.","2023","773,8","19,5","0","128,34","36,4","55,1","0","30,76","0","268,95","0","234,75","0"
="4818",="10","HENRIQUES E HENRIQUES SA","2023","2578,79","932,83","24,9","60,5","470,28","0","520,78","311,6","130,5","127,4","0","0","0"
="4872",="06","Fátima Domingues Sousa, Unip., Lda","2023","209,14","0","0","0","209,14","0","0","0","0","0","0","0","0"
="4887",="30","Micael Barge","2023","1387,96","0","0","691,28","0","0","0","249,15","0","0","0","447,53","0"
="5005",="11","Rocha & Leitão, Lda.","2023","83,48","0","0","0","0","0","0","0","0","26,5","56,98","0","0"
="5038",="30","MANUAÇO, S.A.","2023","437,34","0","0","0","0","0","0","425,88","11,46","0","0","0","0"
="5061",="06","RODES FACTORY S A","2023","242,22","0","0","0","119,5","58,5","64,22","0","0","0","0","0","0"
="5066",="08","H-TUBO, LDA","2023","82,2","0","0","0","0","0","0","27,6","0","0","0","54,6","0"
="5068",="08","CERINNOV, UNIPESSOAL LDA","2023","142","0","0","0","0","0","0","0","0","0","0","142","0"
="5096",="30","ECOSTEEL, S.A.","2023","356,7","0","0","233,7","0","0","0","123","0","0","0","0","0"
="5128",="30","SILVAS & MOREIRA, SOCIEDADE UNIPESSOAL, LIMITADA","2023","1108,14","0","0","0","0","0","0","0","0","0","567,94","540,2","0"
="5129",="30","ANDRE M SILVA - CONSTRUÇÃO UNIPESSOAL LDA","2023","66,1","0","23,5","10,6","0","0","68","0","-36","0","0","0","0"
="5133",="30","Entrepontos Metalomecânica Unipessoal, Lda","2023","19029,42","39","0","268,32","128,44","0","17913,6","0","0","0","461,92","196,24","21,9"
="5137",="30","RIGORMILL, UNIPESSOAL, LDA.","2023","5370,54","356,2","758,54","67,4","68,1","259,13","1942,22","121,91","34,2","949,31","389,3","424,23","0"
="5149",="12","FERNANDO JOSÉ GOIS CARVALHO ANDRÉ","2023","324,64","0","76,2","0","0","0","0","0","0","0","248,44","0","0"
="5211",="05","S.A.P.METAL - ARAÚJO & PAREDES, LDA","2023","1018","0","0","0","0","966,5","51,5","0","0","0","0","0","0"
="5218",="10","Cristaleria Gonzalez e hijos s.l.
","2023","391,5","0","0","0","0","391,5","-391,5","0","391,5","0","0","0","0"
="4922",="10","CO2 COMPANHIA A 2 LDA","2023","79,63","0","0","0","0","0","0","0","0","29,75","49,88","0","0"
="4938",="08","EMBALUSA REPRESENTAÇÃO E COMERCIALIZAÇÃO DE EQUIPAMENTOS E SERVIÇOS LDA","2023","5571,92","212,02","804,25","409,82","185,67","211,3","449,99","328,22","431,4","1403,1","399,9","427,65","308,6"
="4966",="08","JJM ESPERANÇA LDA","2023","10471,41","143,7","0","927,07","1701,29","120","2240,94","-129,28","1467,68","1786,68","0","1174,25","1039,08"
="5004",="05","SERRALHARIA MARTINHO UNIPESSOAL LDA","2023","0","0","0","102,05","0","0","0","-102,05","0","0","0","0","0"
="5010",="08","CARLOS ASCENSO LOPES - MAQUINAÇÃO UNIPESSOAL LDA","2023","154,9","0","0","0","0","0","154,9","0","0","0","0","0","0"
="5035",="30","ADALBERTO J OLIVEIRA - CASCOS DE VIDRO LDA","2023","1239,21","0","0","0","0","0","0","838,13","0","0","94,5","306,58","0"
="5051",="05","JFROSMAQ UNIPESSOAL LDA","2023","1196","77,5","0","0","98,5","0","1020","0","0","0","0","0","0"
="5060",="30","MÓDULO, 60 S.A.","2023","205,02","0","0","0","0","0","0","0","205,02","0","0","0","0"
="5070",="30","J J M C TECHONOLOGY UNIPESSOAL LDA","2023","3010,31","0","0","0","0","0","0","0","2075,55","0","399,71","535,05","0"
="5081",="30","V LASER ON - METALOMECANICA S A","2023","151,03","72,65","0","0","0","0","78,38","0","0","0","0","0","0"
="5088",="30","PARCELA METALICA UNIPESSOAL LDA","2023","100","0","0","0","0","0","0","0","100","0","0","0","0"
="5106",="08","I'BORE IBERIA -SERVIÇOS DE MOLDES LDA","2023","98,8","0","0","0","0","0","0","0","0","0","98,8","0","0"
="5169",="08","5XAMD UNIPESSOAL LDA","2023","442,51","0","0","145","161,4","0","0","0","0","136,11","0","0","0"
="4677",="08","SOCIMATEC - SOCIEDADE DE MAQUINAÇÃO DE PEÇAS TECNICAS LDA","2023","395","175","0","0","220","0","0","0","0","0","0","0","0"
="4686",="11","JSJ TOOLS UNIPESSOAL LDA","2023","1180,86","0","0","0","205,6","208,24","356,02","0","0","0","417,85","-6,85","0"
="4691",="30","BI-SILQUE, PRODUTOS DE COMUNICAÇÃO VISUAL, S.A.","2023","880,47","145","0","293","72,39","0","0","0","0","0","178","0","192,08"
="4695",="06","CRUZ & LIMA FABRICAÇÃO CUNHOS E CORTANTES LDA","2023","2659,45","771,24","488,1","0","477,92","-674,69","821,95","234,25","126,2","59,78","254,7","100","0"
="4717",="12","CLEVERMAN LDA","2023","469,7","0","0","360,63","109,07","0","0","0","0","0","0","0","0"
="4721",="06","EQUINOTEC - SOLUÇÕES DE ENGENHARIA, LDA","2023","327,6","0","171,6","15,5","0","0","0","0","0","0","140,5","0","0"
="4731",="30","SVN - Tornearia, Serralharia e Soldaduras Técnicas","2023","7654,47","175,8","-63,6","702,36","155,08","0","610,33","422,1","-17,6","785,63","148,26","604,45","4131,66"
="4753",="08","SILVAS SA","2023","2307,96","0","0","122,18","57,78","0","0","0","0","0","0","0","2128"
="4755",="10","BOCCARD PORTUGAL, LDA","2023","1891,2","188,4","570","330","0","0","330","0","0","472,8","0","0","0"
="4762",="30","LOB Maquinação Unipessoal, Lda","2023","61,2","780","61,2","0","-780","0","0","0","0","0","0","0","0"
="4785",="30","CENTRANOR CENTRO DE ASSISTENCIA DE TRAVÕES LDA","2023","888,13","0","0","0","0","309,2","0","0","225","0","200,5","153,43","0"
="4816",="12","VOLKAN UNIPESSOAL LDA","2023","422,1","0","350","0","0","0","0","0","0","0","0","0","72,1"
="4825",="05","METALINVICTUS UNIPESSOAL LDA","2023","593,19","0","0","156,75","0","0","156,75","0","0","0","0","279,69","0"
="5220",="05","INTERESTING SOPHISTICATION - METALURGICA LDA","2023","5527,14","0","0","0","0","0","3088,3","1975,64","289,5","-236,25","141,3","167","101,65"
="5223",="12","Ambitermo S.A","2023","1452,34","0","0","0","0","0","1452,34","0","0","0","0","0","0"
="5234",="08","OFIPOM COMERCIO E REPARAÇÃO DE MAQUINAS INDUSTRIAIS LDA","2023","10240,75","0","0","0","0","0","0","0","0","0","0","9700","540,75"
="5243",="12","REBELO E OLIVEIRA COMERCIO TUBOS HIDRAULICOS LDA","2023","277,35","0","0","0","0","0","0","0","0","277,35","0","0","0"
="0081",="05","António Cunha Leite, Lda.","2024","655,7","655,7","0","0","0","0","0","0","0","0","0","0","0"
="0764",="30","S Roque Máquinas e Tecnologia Laser, SA","2024","443,6","443,6","0","0","0","0","0","0","0","0","0","0","0"
="0968",="11","Gansil Acessórios Industriais, Lda.","2024","97,3","97,3","0","0","0","0","0","0","0","0","0","0","0"
="1070",="12","Termolab Fornos Electricos, Lda.","2024","83,6","83,6","0","0","0","0","0","0","0","0","0","0","0"
="1089",="05","Costa & Rego, Lda.","2024","279,9","279,9","0","0","0","0","0","0","0","0","0","0","0"
="1098",="15","Eduardo Faria & Filho, Lda.","2024","346,5","346,5","0","0","0","0","0","0","0","0","0","0","0"
="1322",="06","Centro Formação Profissional Ind. Metalomecânica","2024","874,79","874,79","0","0","0","0","0","0","0","0","0","0","0"
="1323",="06","Divmac Projectos Autom. Perif. Ind., SA.","2024","39,75","39,75","0","0","0","0","0","0","0","0","0","0","0"
="1410",="30","Funfrap Fundição Portuguesa, SA","2024","959,4","959,4","0","0","0","0","0","0","0","0","0","0","0"
="1800",="11","Ferreira & Almeida, Lda.","2024","28,02","28,02","0","0","0","0","0","0","0","0","0","0","0"
="1856",="06","Ferreira Marques & Irmão, SA","2024","25,5","25,5","0","0","0","0","0","0","0","0","0","0","0"
="1917",="06","Honp Moldes, Lda.","2024","1090,51","1090,51","0","0","0","0","0","0","0","0","0","0","0"
="2198",="06","Tomás Castro Silva, Lda.","2024","208,5","208,5","0","0","0","0","0","0","0","0","0","0","0"
="2214",="30","Zipor Equipamentos Tecnologia Industrial, SA.","2024","772,08","772,08","0","0","0","0","0","0","0","0","0","0","0"
="2364",="08","AJ Moldes Moldes P/Materias Plásticas, Lda.","2024","340,8","340,8","0","0","0","0","0","0","0","0","0","0","0"
="2399",="06","Maquirusso, Lda.","2024","273,89","273,89","0","0","0","0","0","0","0","0","0","0","0"
="2416",="06","Felino Fundição Construções Mecânicas, SA.","2024","238,73","238,73","0","0","0","0","0","0","0","0","0","0","0"
="3130",="08","Megafluxo Comércio Equip. Industriais, Lda.","2024","355,2","355,2","0","0","0","0","0","0","0","0","0","0","0"
="3898",="06","Fundinio, SA","2024","166,23","166,23","0","0","0","0","0","0","0","0","0","0","0"
="4312",="05","Jorge Orfão - Unipessoal Lda","2024","123","123","0","0","0","0","0","0","0","0","0","0","0"
="4316",="12","Sermocol - Serralharia de Moldes, Cunhos e Cortantes, Lda","2024","51,5","51,5","0","0","0","0","0","0","0","0","0","0","0"
="4337",="30","Plastifa - Plásticos Técnicos, Lda","2024","113,25","113,25","0","0","0","0","0","0","0","0","0","0","0"
="4426",="06","CIMERTEX INDUSTRIA COMPONENTES E REPARACOES LDA","2024","216,32","216,32","0","0","0","0","0","0","0","0","0","0","0"
="4709",="10","Aníbal José dos Santos Monteiro Roque","2024","185,3","185,3","0","0","0","0","0","0","0","0","0","0","0"
="4732",="30","MITALTUB - TUBOS E PERFIS DE AÇO LDA","2024","419,02","419,02","0","0","0","0","0","0","0","0","0","0","0"
="4856",="30","AFN LDA","2024","-175,7","-175,7","0","0","0","0","0","0","0","0","0","0","0"
